"","educ","income"
"5057",16,36925.14
"5058",15,43001.77
"5059",17,27840.34
"5060",10,39278.13
"5061",9,110210.87
"5062",15,40113.9
"5063",16,76943.89
"5064",9,23985
"5065",7,89666.24
"5066",7,35391.01
"5067",9,19010.1
"5068",13,48152.39
"5069",13,29881.83
"5070",16,54597.19
"5071",12,49079.54
"5072",13,168641.04
"5073",15,66541.69
"5074",11,94861.74
"5075",9,95387.47
"5076",11,52701
"5077",13,48290.34
"5078",16,21563.14
"5079",14,69150.98
"5080",11,83282.48
"5081",7,32448.43
"5082",8,29769.74
"5083",14,79297.03
"5084",13,75202.13
"5085",12,37576.26
"5086",13,35244.01
"5087",12,39186.17
"5088",10,103991.63
"5089",14,50776.12
"5090",13,64361.2
"5091",19,55915.55
"5092",12,109527.06
"5093",12,21663.29
"5094",16,61246.12
"5095",7,54926.61
"5096",17,80111.68
"5097",12,59739.71
"5098",12,26928.56
"5099",7,29244.2
"5100",13,40560.18
"5101",17,39966.63
"5102",10,82115.42
"5103",18,82212.45
"5104",13,42206.06
"5105",13,31644.88
"5106",18,101801.47
"5107",16,113171.02
"5108",13,51403.32
"5109",9,36150.22
"5110",10,36046.94
"5111",14,60033.11
"5112",12,65349.81
"5113",10,190633.73
"5114",18,53732.79
"5115",17,64526.17
"5116",6,27371.67
"5117",14,62006.8
"5118",9,46978.25
"5119",7,99407.69
"5120",14,41001.86
"5121",15,22968.45
"5122",12,42029.83
"5123",14,32391.39
"5124",10,66460.75
"5125",10,52496.89
"5126",13,55122.53
"5127",14,102272.68
"5128",6,70775.42
"5129",10,37707.32
"5130",14,48775.68
"5131",13,43753.65
"5132",7,104721.77
"5133",14,107751.29
"5134",11,30434.26
"5135",12,24840.98
"5136",10,104214.76
"5137",13,47111.91
"5138",13,21945.36
"5139",15,56760.74
"5140",9,32274.56
"5141",12,33827.07
"5142",7,54196.56
"5143",9,23724.94
"5144",13,59502.4
"5145",12,32864.52
"5146",17,60747.9
"5147",9,103578.28
"5148",15,38500.76
"5149",6,84730.19
"5150",5,31475.31
"5151",8,31464.27
"5152",20,50490.64
"5153",13,41425.34
"5154",11,26518.32
"5155",20,31751.93
"5156",12,117233.41
"5157",6,40275.2
"5158",12,17940.27
"5159",8,59935.11
"5160",10,32105.35
"5161",18,22624.07
"5162",12,49023.6
"5163",11,16646.28
"5164",9,14897.56
"5165",14,26309.94
"5166",12,89224.06
"5167",6,30426.19
"5168",10,42990.44
"5169",12,53628.06
"5170",12,34211.96
"5171",10,53574.93
"5172",11,19286.65
"5173",12,52366.42
"5174",15,37538.31
"5175",12,68599.8
"5176",14,35892.26
"5177",17,45323.44
"5178",10,77539.95
"5179",14,27327.27
"5180",9,37788.2
"5181",17,37659.08
"5182",18,21025.18
"5183",7,72373.64
"5184",12,23136.43
"5185",13,84797.75
"5186",18,26189.63
"5187",6,135095.85
"5188",11,80214.78
"5189",11,66131.48
"5190",10,72759.41
"5191",9,89535.12
"5192",17,38267.72
"5193",12,27843.6
"5194",17,33297.03
"5195",13,9051.99
"5196",11,31894.45
"5197",11,38052.35
"5198",15,44256.88
"5199",7,55935.6
"5200",12,42348.11
"5201",12,33480.41
"5202",13,60032.31
"5203",12,86849.78
"5204",9,90324.36
"5205",7,62705.55
"5206",11,96756.93
"5207",16,38484.06
"5208",6,84490.26
"5209",12,41966.75
"5210",9,46849.3
"5211",13,39096.15
"5212",8,29144.31
"5213",8,51464.08
"5214",17,79102.33
"5215",9,34057.63
"5216",16,77624.1
"5217",14,37085.78
"5218",10,27756.05
"5219",16,46785.02
"5220",18,29235.38
"5221",15,41255.25
"5222",12,22911.02
"5223",17,32461.29
"5224",14,71787.51
"5225",17,47388.8
"5226",11,44656.16
"5227",12,62435.22
"5228",11,71168.19
"5229",15,64632.32
"5230",9,19756.59
"5231",11,63848.7
"5232",11,41913.8
"5233",12,75101.3
"5234",15,47929.61
"5235",11,39899.92
"5236",11,43597.09
"5237",12,164217.56
"5238",10,62667.55
"5239",10,125778.96
"5240",11,36722.02
"5241",14,24362.42
"5242",17,34080.57
"5243",10,50820.43
"5244",9,46233
"5245",16,76983.82
"5246",10,31717.17
"5247",15,38670.94
"5248",16,32287.46
"5249",7,101501.25
"5250",9,45857.55
"5251",12,34301.4
"5252",18,91948.72
"5253",15,45228.6
"5254",10,101785.6
"5255",6,26839.47
"5256",12,103932.28
"5257",11,51079.07
"5258",11,34013.48
"5259",14,25669.07
"5260",13,178845.31
"5261",10,30859.56
"5262",16,35348.88
"5263",8,34312.3
"5264",10,82204.9
"5265",8,58474.01
"5266",14,33713.48
"5267",15,47836.95
"5268",13,91528.99
"5269",9,42789.59
"5270",15,77242.96
"5271",11,32929.46
"5272",17,72554.66
"5273",9,58666.68
"5274",8,96589.39
"5275",15,104014.23
"5276",11,45528.89
"5277",6,42367.7
"5278",17,79975.07
"5279",14,74788.56
"5280",6,28570.07
"5281",14,68822.84
"5282",13,42411.7
"5283",9,32052.18
"5284",13,77906.71
"5285",15,13919.71
"5286",14,37976.87
"5287",10,65634.85
"5288",14,82984.35
"5289",16,33663.45
"5290",7,42314.37
"5291",17,65953.88
"5292",14,86784.41
"5293",14,36409.45
"5294",12,47858.59
"5295",8,61242
"5296",8,28132.18
"5297",11,58827.37
"5298",15,28714.54
"5299",11,49900.87
"5300",10,86621.68
"5301",17,33931.56
"5302",11,64944.53
"5303",9,64004.69
"5304",9,38127.66
"5305",8,72208.49
"5306",18,38643.64
"5307",13,71339.55
"5308",14,69212.72
"5309",15,36602.91
"5310",9,36039.88
"5311",8,57748.56
"5312",9,30430.96
"5313",20,30053.37
"5314",12,85509.06
"5315",19,87732.14
"5316",10,41620.84
"5317",8,76205.18
"5318",12,53765.29
"5319",11,56321.15
"5320",8,47559.58
"5321",10,102317.15
"5322",8,22355.79
"5323",18,98762.47
"5324",17,71626.63
"5325",9,58589.51
"5326",9,69160.29
"5327",9,29661.08
"5328",16,47455.63
"5329",15,39679.65
"5330",10,63251.32
"5331",11,109872.98
"5332",10,19120.15
"5333",11,88264.85
"5334",11,55355.42
"5335",14,59506.97
"5336",11,33265.16
"5337",9,32412.42
"5338",9,30141.54
"5339",11,168160.4
"5340",12,116476.96
"5341",15,46822.35
"5342",11,114035.91
"5343",11,22580.07
"5344",13,82747.1
"5345",9,40448.73
"5346",7,137474.05
"5347",12,82673.97
"5348",10,20581.69
"5349",8,85068.2
"5350",8,22405.84
"5351",15,134303.92
"5352",16,20272.88
"5353",14,27703.18
"5354",7,54087.49
"5355",13,35383.37
"5356",13,60349.34
"5357",8,26452.91
"5358",12,23993.4
"5359",10,69017.47
"5360",11,40069.22
"5361",10,42171.14
"5362",13,76229.62
"5363",7,28354.53
"5364",11,43925.64
"5365",11,26381.76
"5366",15,102810.06
"5367",9,63248.31
"5368",14,51269.53
"5369",8,75810.98
"5370",11,96306.97
"5371",12,38856.28
"5372",15,41604.92
"5373",13,55363.16
"5374",13,77235.36
"5375",11,57779.48
"5376",12,54059.96
"5377",12,45494.32
"5378",13,37506.96
"5379",11,37192.32
"5380",10,36312.05
"5381",11,33409.52
"5382",10,45203.93
"5383",17,15087.06
"5384",8,58275.05
"5385",18,30585.67
"5386",12,46698.79
"5387",7,49696.46
"5388",9,221698
"5389",11,60260.55
"5390",15,80578.95
"5391",14,103028.06
"5392",16,64703.83
"5393",16,40874.81
"5394",15,37789.71
"5395",13,31278.95
"5396",12,38802.21
"5397",12,67583.65
"5398",13,18830.14
"5399",8,135000.95
"5400",10,55823.23
"5401",11,38800.85
"5402",13,29534.39
"5403",9,68050.98
"5404",15,21740.79
"5405",17,62923.7
"5406",16,37144.02
"5407",1,68103.4
"5408",5,55849.9
"5409",11,46251.48
"5410",11,41628.06
"5411",11,38498.68
"5412",15,64264.41
"5413",6,28316.08
"5414",12,46684.51
"5415",14,34749.31
"5416",11,26135.2
"5417",9,34686.48
"5418",16,34554.29
"5419",15,96310.35
"5420",13,30205.82
"5421",6,72787.19
"5422",10,114598.63
"5423",10,20282
"5424",13,15400.85
"5425",7,71812.28
"5426",8,71700.29
"5427",11,168865.97
"5428",11,34163.21
"5429",12,50718.78
"5430",11,25717.3
"5431",17,54597.07
"5432",12,43338.39
"5433",3,95076.69
"5434",8,86552.44
"5435",9,56888.52
"5436",10,80298.55
"5437",12,42269.88
"5438",14,76326.1
"5439",14,32900.86
"5440",10,80420.74
"5441",7,33632.85
"5442",8,25979.04
"5443",9,54830.98
"5444",6,53217.68
"5445",11,80444.1
"5446",13,81325.79
"5447",16,93001.98
"5448",8,53618.3
"5449",20,83133.6
"5450",10,30713.39
"5451",16,62534.79
"5452",9,47548.05
"5453",9,50403.68
"5454",8,38173.3
"5455",10,23816.49
"5456",7,64032.81
"5457",12,75032.11
"5458",10,58060.37
"5459",13,81949.11
"5460",12,191429.63
"5461",10,170736.39
"5462",17,54190.27
"5463",14,36675.51
"5464",16,46264.02
"5465",11,28382.51
"5466",10,55618.29
"5467",16,60734.4
"5468",10,27832.4
"5469",8,52699.27
"5470",15,77060.69
"5471",12,51958.02
"5472",13,38564.55
"5473",15,80259.17
"5474",8,26568.41
"5475",7,59659.79
"5476",7,53240.82
"5477",16,52183.06
"5478",7,16712
"5479",12,68264
"5480",9,50416.1
"5481",14,60199.03
"5482",19,34840.56
"5483",9,18677.92
"5484",12,67940.89
"5485",10,36737.71
"5486",15,21503.92
"5487",19,129614.49
"5488",11,69980.6
"5489",10,55081.49
"5490",13,88411.72
"5491",14,21844.85
"5492",11,64913.48
"5493",16,51526.87
"5494",12,48935.63
"5495",15,64867.06
"5496",20,58641.63
"5497",10,60459.97
"5498",11,39800.91
"5499",10,49760.02
"5500",10,27065.3
"5501",8,54753.64
"5502",7,49233.59
"5503",5,35585.86
"5504",11,38333.27
"5505",15,54810.8
"5506",16,56836.99
"5507",8,50576.39
"5508",11,45537.54
"5509",6,68524.3
"5510",8,48970.15
"5511",17,72775.66
"5512",18,26632.74
"5513",11,41674.11
"5514",12,165747.44
"5515",19,50139.2
"5516",9,67821.27
"5517",12,168263.86
"5518",10,55100.6
"5519",10,59217.99
"5520",10,47924.21
"5521",12,89108.1
"5522",8,20644.58
"5523",16,41407.24
"5524",13,38479.71
"5525",8,79947.55
"5526",8,37580.79
"5527",13,135471.97
"5528",9,34101.43
"5529",13,54651.11
"5530",11,54378.38
"5531",14,32367.91
"5532",6,46928.21
"5533",12,94435.56
"5534",13,64237.71
"5535",9,72816.94
"5536",9,61392.59
"5537",12,39580.81
"5538",15,54512.14
"5539",11,30565.67
"5540",12,52317.84
"5541",11,40575.57
"5542",19,189291.08
"5543",11,63754.53
"5544",8,101584.01
"5545",12,35642.56
"5546",18,51483.6
"5547",11,60034.32
"5548",11,61072.3
"5549",17,57007.3
"5550",12,99866.54
"5551",13,59415.37
"5552",16,21292.57
"5553",12,102255.69
"5554",8,42541.87
"5555",8,32755
"5556",14,59612.93
"5557",13,65335.7
"5558",10,54628.91
"5559",11,41252.77
"5560",8,88422.36
"5561",7,110798.16
"5562",12,57508.04
"5563",12,71651.73
"5564",16,48869.51
"5565",14,19194.52
"5566",8,32090.54
"5567",12,21996.32
"5568",8,87785.69
"5569",13,52296.58
"5570",12,59623.09
"5571",7,27720.47
"5572",14,69220.75
"5573",6,129514.36
"5574",5,38750.05
"5575",10,64594.7
"5576",15,35443.32
"5577",19,52373.14
"5578",9,31911.52
"5579",14,40757.28
"5580",14,97813.43
"5581",11,49256.57
"5582",12,50307.1
"5583",15,16828.2
"5584",11,36030.25
"5585",11,33738.34
"5586",12,34398.33
"5587",12,69401.94
"5588",12,92344.51
"5589",9,21954.77
"5590",11,57355.3
"5591",15,18119.44
"5592",9,28389.43
"5593",15,69234.74
"5594",9,49821.91
"5595",13,27356.62
"5596",9,14998.16
"5597",10,68868.38
"5598",9,66971.05
"5599",15,132613.59
"5600",15,98046.57
"5601",9,43891.11
"5602",8,46649.84
"5603",12,45482.76
"5604",5,41170.03
"5605",13,18766.73
"5606",10,63062.66
"5607",9,75552.11
"5608",6,32994.43
"5609",15,38133.46
"5610",11,47419.48
"5611",14,24482.36
"5612",9,35392.75
"5613",6,31436.45
"5614",16,33489.85
"5615",11,64774.18
"5616",16,69221.65
"5617",13,51601.44
"5618",17,41618.99
"5619",11,45438.66
"5620",12,150506.24
"5621",12,46376.7
"5622",12,40746.37
"5623",16,45707.71
"5624",5,38320.86
"5625",16,55501.7
"5626",10,81024.23
"5627",15,54345.58
"5628",10,37556.34
"5629",16,58175.06
"5630",11,35540.39
"5631",11,32238.29
"5632",14,70220.18
"5633",14,74784.38
"5634",16,47044.72
"5635",13,31694.07
"5636",15,81449.64
"5637",14,73026.1
"5638",10,119271.62
"5639",16,57117.52
"5640",8,92367.57
"5641",11,24037.31
"5642",16,82769.59
"5643",15,27252.38
"5644",12,37740.75
"5645",5,64051.62
"5646",9,55824.18
"5647",14,29577.91
"5648",7,44517.49
"5649",11,53383.77
"5650",18,37198.91
"5651",16,53574.8
"5652",12,33700.26
"5653",12,61024.97
"5654",12,73922.94
"5655",15,75317.73
"5656",10,32267.06
"5657",10,56351.91
"5658",8,38072.8
"5659",11,33390.74
"5660",18,34326.99
"5661",10,44646.55
"5662",15,61024.91
"5663",11,27208.23
"5664",13,60690.29
"5665",19,21889.4
"5666",13,55936.97
"5667",9,44059.2
"5668",14,28002.79
"5669",12,58884.12
"5670",10,34179.52
"5671",11,71753.86
"5672",19,27080.86
"5673",15,15230.01
"5674",15,45542.56
"5675",17,54275.9
"5676",6,62877.75
"5677",10,86297.53
"5678",9,192654.86
"5679",10,132125.86
"5680",15,61658.64
"5681",12,46282.35
"5682",8,136680.88
"5683",8,67079.81
"5684",9,36216.41
"5685",10,69976.19
"5686",5,53916.35
"5687",8,44513.01
"5688",13,32537.22
"5689",15,27226.9
"5690",9,57148.56
"5691",8,36534.43
"5692",14,24191.64
"5693",10,25048.75
"5694",9,41484.32
"5695",15,103151.39
"5696",13,28388.81
"5697",19,57134.58
"5698",12,33984.89
"5699",11,19826.15
"5700",10,34043.38
"5701",11,37937.72
"5702",13,49933.02
"5703",14,55727.57
"5704",11,68142.44
"5705",20,40471.93
"5706",9,102431.85
"5707",12,60717.63
"5708",7,33486.81
"5709",18,49816.42
"5710",13,45901.46
"5711",9,91310.48
"5712",10,34343.03
"5713",15,57417.23
"5714",10,43633.95
"5715",10,59075.38
"5716",15,94765.64
"5717",16,75506.92
"5718",10,120166.32
"5719",11,27256.33
"5720",9,23184.68
"5721",11,56959.27
"5722",10,52795.35
"5723",11,97351.36
"5724",13,30115.69
"5725",14,52678.22
"5726",16,64233
"5727",8,40300.57
"5728",12,22501.17
"5729",10,37307.89
"5730",16,62030.94
"5731",14,82967.58
"5732",16,31143.26
"5733",14,68598.67
"5734",9,57651.17
"5735",14,76911.84
"5736",10,48044.79
"5737",8,190470.12
"5738",12,52851
"5739",12,90773.31
"5740",9,30139.88
"5741",11,70242.77
"5742",7,44300.31
"5743",18,54747.9
"5744",14,42307.69
"5745",18,34680.36
"5746",11,54067.37
"5747",11,30843.22
"5748",15,35108.32
"5749",13,53890.35
"5750",14,54396.12
"5751",11,24110.53
"5752",11,25856.86
"5753",12,24043.92
"5754",12,90226.05
"5755",14,24130.09
"5756",10,70328.56
"5757",8,55805.31
"5758",8,110308.21
"5759",12,46852.95
"5760",19,23804.8
"5761",13,63909.03
"5762",12,120388.36
"5763",14,48968.64
"5764",11,62326.71
"5765",18,35677.87
"5766",17,20531.09
"5767",16,16536.56
"5768",16,78109.03
"5769",19,99256.31
"5770",13,38528.95
"5771",10,44082.71
"5772",7,41192.58
"5773",17,63855.63
"5774",20,141127.43
"5775",11,115703.76
"5776",16,116239.67
"5777",14,46917.4
"5778",12,108961.04
"5779",11,31300.2
"5780",8,38024.69
"5781",10,36484.89
"5782",12,51452.4
"5783",16,102622.87
"5784",10,38585.09
"5785",14,80443.77
"5786",9,78030.63
"5787",10,33216.68
"5788",11,20807.06
"5789",17,57462.6
"5790",10,22437.96
"5791",8,42588.03
"5792",20,27084.62
"5793",10,33909.47
"5794",13,52243.28
"5795",9,39911.63
"5796",18,58561.57
"5797",14,166510.29
"5798",7,96167.02
"5799",11,29758.87
"5800",13,84100.01
"5801",5,47758.02
"5802",15,48206.04
"5803",11,62940.92
"5804",6,41864.35
"5805",12,41207.94
"5806",9,36917.76
"5807",18,54154.04
"5808",7,30005.71
"5809",19,73134.99
"5810",18,71708.54
"5811",11,50112.94
"5812",20,64880.96
"5813",11,47955.08
"5814",16,69054.76
"5815",8,103420.02
"5816",18,22121.2
"5817",12,43971.43
"5818",15,62547.19
"5819",9,30685.8
"5820",11,38258.94
"5821",5,44354.26
"5822",11,87236.98
"5823",13,51500.84
"5824",9,21252.47
"5825",11,69379.39
"5826",16,50625.84
"5827",12,44697.98
"5828",11,52192.91
"5829",13,51987.79
"5830",11,71405.85
"5831",8,19730.13
"5832",11,42667.79
"5833",17,16113.76
"5834",11,47398.14
"5835",9,51096.62
"5836",13,48641.49
"5837",12,59901.91
"5838",8,36569.84
"5839",16,53373.59
"5840",9,47058.31
"5841",11,107335.32
"5842",11,45237.29
"5843",11,30866.42
"5844",9,22965.91
"5845",14,54431.5
"5846",10,51171.32
"5847",9,66465.45
"5848",12,51594.28
"5849",17,20008.22
"5850",17,46062.55
"5851",10,106134.33
"5852",13,48885.6
"5853",13,50235.57
"5854",5,84322.98
"5855",14,39279
"5856",9,93481.24
"5857",8,57832.85
"5858",16,36790.58
"5859",7,38114.75
"5860",20,55460.4
"5861",10,41920.78
"5862",15,41746.28
"5863",14,40664.18
"5864",14,77170.03
"5865",15,41512.23
"5866",9,44597.36
"5867",9,22903.71
"5868",14,39573.12
"5869",10,54345.75
"5870",9,81678.23
"5871",10,74175.71
"5872",5,80539.89
"5873",15,31647.24
"5874",11,43609.48
"5875",13,167539.49
"5876",13,39118.42
"5877",8,41142.75
"5878",14,64135.97
"5879",14,66814.66
"5880",10,35043.31
"5881",9,26961.68
"5882",13,35700.41
"5883",15,51196.58
"5884",15,25880.86
"5885",14,50269.23
"5886",11,77772.3
"5887",10,70460.16
"5888",9,50062.01
"5889",14,18883.55
"5890",11,92549.71
"5891",11,77812.99
"5892",14,38647.31
"5893",11,95122.22
"5894",18,61013.15
"5895",17,55444.3
"5896",12,48186.58
"5897",10,87081.05
"5898",14,45181.07
"5899",17,63098.17
"5900",12,38625.01
"5901",13,70082.97
"5902",8,49692.84
"5903",12,41628.8
"5904",15,21160.62
"5905",7,22692.52
"5906",12,43091.43
"5907",13,29378.89
"5908",8,76242.74
"5909",12,58405.7
"5910",14,36547.72
"5911",9,40516.5
"5912",11,56010.09
"5913",17,40875.16
"5914",10,64196.04
"5915",16,50923.32
"5916",14,62319.66
"5917",19,48319.27
"5918",16,91373.08
"5919",14,104908.91
"5920",14,52767.65
"5921",13,39644.53
"5922",14,56653.17
"5923",14,23055.81
"5924",16,66918.57
"5925",11,41175.53
"5926",18,47602.09
"5927",11,69770.99
"5928",7,71899.31
"5929",10,52627.86
"5930",20,48263.17
"5931",16,20012.19
"5932",14,99160.04
"5933",9,66869.42
"5934",13,162274.61
"5935",12,43471.06
"5936",13,77030.27
"5937",11,43630.79
"5938",14,34241.4
"5939",14,42563.52
"5940",14,71403.95
"5941",11,36542.29
"5942",11,73350.36
"5943",7,65033.21
"5944",12,95020.76
"5945",14,21968.07
"5946",8,106357.87
"5947",12,15694.68
"5948",10,62961.96
"5949",12,55199.25
"5950",11,57866.09
"5951",8,31415.39
"5952",16,87483.71
"5953",18,54817.87
"5954",7,38435.82
"5955",16,29334.25
"5956",17,54686.24
"5957",8,47382.6
"5958",16,94525.34
"5959",7,31208.36
"5960",11,78082.18
"5961",15,60136.89
"5962",14,29043.71
"5963",9,51032.4
"5964",9,49346.55
"5965",20,113219.87
"5966",7,58205.69
"5967",9,38708.19
"5968",7,82045.63
"5969",11,46606.67
"5970",20,22038.37
"5971",10,69959.84
"5972",15,61559.11
"5973",11,97683.15
"5974",11,44471.55
"5975",15,53741.29
"5976",13,31009.89
"5977",11,58618.19
"5978",12,42609.44
"5979",7,30257.14
"5980",9,48911.67
"5981",11,35369.23
"5982",10,25604.85
"5983",16,33989.19
"5984",14,34079.6
"5985",16,98120.9
"5986",14,59847.39
"5987",13,59850.65
"5988",14,52616.13
"5989",9,37709.17
"5990",9,21760.72
"5991",18,119392.35
"5992",14,119780.32
"5993",17,58740.58
"5994",12,43118.47
"5995",9,48685.23
"5996",15,89315.26
"5997",19,31134
"5998",13,58912.49
"5999",11,60285.01
"6000",20,13090.37
"6001",11,39182.69
"6002",9,41426.67
"6003",10,35356.25
"6004",14,24018.03
"6005",14,63179.88
"6006",9,34221.87
"6007",9,107966.33
"6008",8,83820.8
"6009",14,163384.41
"6010",12,55758.48
"6011",9,41624.93
"6012",12,43989.43
"6013",12,61590.75
"6014",9,90690.48
"6015",10,60459.71
"6016",9,28710.81
"6017",9,42696.89
"6018",10,66328.47
"6019",7,93648.09
"6020",9,18855.94
"6021",9,31522.86
"6022",12,42569.6
"6023",13,44663.36
"6024",12,48174.45
"6025",18,83404.27
"6026",12,151515.53
"6027",11,46136.62
"6028",10,30699.81
"6029",14,56948.72
"6030",8,41729.87
"6031",10,52632.89
"6032",14,45653.34
"6033",8,34215.03
"6034",14,34482.95
"6035",6,21301.3
"6036",18,39446.26
"6037",10,53786.16
"6038",13,50407.81
"6039",13,65397.18
"6040",7,78346.46
"6041",9,98190.4
"6042",11,93616.25
"6043",15,60416.58
"6044",6,54099.86
"6045",7,38620.48
"6046",11,38564.95
"6047",10,50371.28
"6048",11,34915.59
"6049",12,44725.15
"6050",20,33348.57
"6051",5,55319.35
"6052",12,57569.42
"6053",10,30235.31
"6054",16,18815.88
"6055",12,9619.2
"6056",11,142219.53
"6057",14,32372.02
"6058",19,63154.59
"6059",13,70273.52
"6060",16,40328.41
"6061",9,39616.28
"6062",14,38622.67
"6063",9,22896.5
"6064",12,32152.08
"6065",14,29335.44
"6066",20,38923.36
"6067",9,40493.59
"6068",10,49331.86
"6069",9,44687.62
"6070",15,60403.05
"6071",11,44758.32
"6072",13,53226.29
"6073",9,57739.12
"6074",8,37120.35
"6075",14,96468.7
"6076",8,60228.14
"6077",18,50996.33
"6078",12,63228.25
"6079",9,26665.73
"6080",7,56907.99
"6081",16,76568.64
"6082",11,29345.5
"6083",16,31293.31
"6084",16,33131.53
"6085",16,94877.67
"6086",18,43928.6
"6087",11,126389.26
"6088",13,28944.23
"6089",20,28622.24
"6090",9,27859.78
"6091",14,37019.55
"6092",15,38020.1
"6093",11,74518.6
"6094",7,44343.05
"6095",11,50467.72
"6096",13,54595.89
"6097",9,42236.94
"6098",12,44022.98
"6099",11,145836.2
"6100",9,42600.05
"6101",18,131050.72
"6102",13,53756.7
"6103",7,28510.9
"6104",10,15992.24
"6105",9,46477.69
"6106",11,59511.82
"6107",16,80865.74
"6108",18,62457.08
"6109",15,40457.59
"6110",11,25223.11
"6111",15,64748.33
"6112",9,80800.31
"6113",4,17784.88
"6114",11,35945.9
"6115",9,36522.05
"6116",7,56559.95
"6117",15,50592.51
"6118",10,59541.7
"6119",10,113744.6
"6120",11,58326.51
"6121",16,128852.19
"6122",14,38930.42
"6123",13,71731.66
"6124",15,92810.91
"6125",8,118160.88
"6126",16,67235.89
"6127",19,60882.8
"6128",11,24480.06
"6129",14,58763.22
"6130",10,135782.48
"6131",7,40645.5
"6132",10,23349.55
"6133",8,79674.04
"6134",16,41731.24
"6135",14,18550.63
"6136",12,33867.07
"6137",12,14409.07
"6138",15,38963.24
"6139",9,45021.27
"6140",10,44095.64
"6141",15,85509.97
"6142",9,70433.93
"6143",8,111793.46
"6144",14,116811.58
"6145",10,43182.95
"6146",16,68549.19
"6147",11,69451.43
"6148",14,50569.62
"6149",11,33234.72
"6150",14,84052.26
"6151",12,29583.94
"6152",19,59430.43
"6153",11,50203.24
"6154",17,59855.82
"6155",11,37462.07
"6156",15,66212.95
"6157",10,63519.99
"6158",15,51523.25
"6159",12,36268.34
"6160",14,52954.37
"6161",5,38597.22
"6162",11,25715.6
"6163",16,31415.99
"6164",9,31436.3
"6165",8,27109.22
"6166",10,42328.86
"6167",10,55493.73
"6168",12,29448.57
"6169",11,92587.72
"6170",8,16376.41
"6171",18,31857.89
"6172",13,76273.21
"6173",14,90040.01
"6174",9,59761.62
"6175",7,45157.12
"6176",8,96154.02
"6177",19,29770.48
"6178",14,43225.35
"6179",14,23671.83
"6180",13,59616.9
"6181",6,42199.67
"6182",15,68837.13
"6183",7,77787.06
"6184",11,88677.61
"6185",15,51243.75
"6186",14,46331.31
"6187",12,62139.82
"6188",8,88166.4
"6189",9,75994.21
"6190",10,42580.06
"6191",18,22587.54
"6192",13,51980.74
"6193",11,96932.82
"6194",16,89944.83
"6195",10,38089.79
"6196",13,25490.12
"6197",14,135995.36
"6198",10,85396.63
"6199",17,33447.49
"6200",13,47163.53
"6201",20,45135.83
"6202",5,55326.24
"6203",12,78336.31
"6204",15,34088.55
"6205",20,48774.66
"6206",13,36452.28
"6207",15,81044.14
"6208",15,116540.13
"6209",18,36664.99
"6210",7,40076.73
"6211",9,64496.97
"6212",20,108298.74
"6213",9,66546.46
"6214",12,55648.77
"6215",5,28300.63
"6216",6,12338.44
"6217",18,23859.73
"6218",11,18610.21
"6219",13,60744.92
"6220",9,50035.29
"6221",10,49049.81
"6222",18,74195.25
"6223",10,46299.47
"6224",10,98095.45
"6225",11,36278.39
"6226",13,50904.47
"6227",11,47185.82
"6228",14,23616.17
"6229",8,95901.4
"6230",7,21507.41
"6231",10,143140.46
"6232",6,39657.26
"6233",14,48369.09
"6234",12,55949.37
"6235",13,37034.68
"6236",14,108690
"6237",17,42695.39
"6238",11,67066.97
"6239",10,41096.88
"6240",9,24217.79
"6241",9,22065.32
"6242",15,19617.72
"6243",7,83951.27
"6244",9,40945.06
"6245",13,55737
"6246",14,42361.6
"6247",11,50753.63
"6248",12,94277.42
"6249",7,75528.51
"6250",12,97809.71
"6251",14,68858.03
"6252",11,78659.15
"6253",7,27391.17
"6254",15,31731.56
"6255",5,31825.86
"6256",18,26466.08
"6257",12,36941.22
"6258",14,48915.78
"6259",15,43257.83
"6260",20,86222.92
"6261",12,63517.79
"6262",7,33913.98
"6263",8,38984.2
"6264",11,87834.73
"6265",12,21773.02
"6266",11,41775.64
"6267",14,41047.01
"6268",12,36686.07
"6269",17,50258.59
"6270",10,22214.25
"6271",15,27363.24
"6272",12,84003.02
"6273",19,96138.44
"6274",12,25803.46
"6275",12,35149.49
"6276",10,64469.3
"6277",11,67843.91
"6278",7,23908.64
"6279",9,73064.32
"6280",11,116516.98
"6281",8,43122.13
"6282",4,32994.83
"6283",16,59201.06
"6284",12,104186.88
"6285",7,71271.88
"6286",11,33243.96
"6287",11,39474.6
"6288",15,36502.8
"6289",9,35249.17
"6290",10,49141.04
"6291",12,57769.93
"6292",11,38385.26
"6293",11,35150.88
"6294",14,34348.76
"6295",18,30880.16
"6296",11,40356.67
"6297",10,42244.67
"6298",14,77942.1
"6299",11,61837.1
"6300",18,181926.9
"6301",13,42196
"6302",11,41533.04
"6303",12,29041.83
"6304",14,54719.81
"6305",14,54972.14
"6306",12,34778.79
"6307",16,26762.25
"6308",10,101963.22
"6309",12,318524.16
"6310",10,45503.9
"6311",6,50519.05
"6312",6,55294.02
"6313",12,55195.82
"6314",7,68389.09
"6315",13,41038.28
"6316",14,15354.54
"6317",8,85099.35
"6318",17,56121.63
"6319",7,55271.61
"6320",8,28798.46
"6321",13,50224.42
"6322",12,49025.83
"6323",3,54952.69
"6324",11,54070.86
"6325",7,32796.43
"6326",12,64845.74
"6327",18,52712.09
"6328",14,44938.62
"6329",11,42198.55
"6330",11,96875.43
